Tempo: 0.2 | Dado arduino: 5.0 | Posição CM: 0.0862068965517 | Velocidade: 0.431034482759 | Aceleração: 2.15517241379
Tempo: 5.0 | Dado arduino: 5.0 | Posição CM: 0.0862068965517 | Velocidade: 0.0172413793103 | Aceleração: 0.00344827586207
Tempo: 5.2 | Dado arduino: 173.0 | Posição CM: 2.98275862069 | Velocidade: 0.573607427056 | Aceleração: 0.110309120588
Tempo: 5.4 | Dado arduino: 380.0 | Posição CM: 6.55172413793 | Velocidade: 1.21328224777 | Aceleração: 0.224681897734
Tempo: 5.6 | Dado arduino: 623.0 | Posição CM: 10.7413793103 | Velocidade: 1.91810344828 | Aceleração: 0.342518472906
Tempo: 5.8 | Dado arduino: 905.0 | Posição CM: 15.6034482759 | Velocidade: 2.69024970273 | Aceleração: 0.463836155644
Tempo: 6.0 | Dado arduino: 1088.0 | Posição CM: 18.7586206897 | Velocidade: 3.12643678161 | Aceleração: 0.521072796935
Tempo: 6.2 | Dado arduino: 1195.0 | Posição CM: 20.6034482759 | Velocidade: 3.32313681869 | Aceleração: 0.535989809466
Tempo: 6.4 | Dado arduino: 1337.0 | Posição CM: 23.0517241379 | Velocidade: 3.60183189655 | Aceleração: 0.562786233836
Tempo: 6.6 | Dado arduino: 1187.0 | Posição CM: 20.4655172414 | Velocidade: 3.10083594566 | Aceleração: 0.469823628131
Tempo: 6.8 | Dado arduino: 941.0 | Posição CM: 16.224137931 | Velocidade: 2.38590263692 | Aceleração: 0.350868034841
Tempo: 7.0 | Dado arduino: 698.0 | Posição CM: 12.0344827586 | Velocidade: 1.71921182266 | Aceleração: 0.245601688951
Tempo: 7.2 | Dado arduino: 403.0 | Posição CM: 6.94827586207 | Velocidade: 0.965038314176 | Aceleração: 0.134033099191
Tempo: 7.4 | Dado arduino: 218.0 | Posição CM: 3.75862068966 | Velocidade: 0.507921714818 | Aceleração: 0.06863806957
Tempo: 7.6 | Dado arduino: 496.0 | Posição CM: 8.55172413793 | Velocidade: 1.12522686025 | Aceleração: 0.148056165823
Tempo: 7.8 | Dado arduino: 302.0 | Posição CM: 5.20689655172 | Velocidade: 0.667550839965 | Aceleração: 0.0855834410211
Tempo: 8.0 | Dado arduino: 191.0 | Posição CM: 3.29310344828 | Velocidade: 0.411637931034 | Aceleração: 0.0514547413793
Tempo: 8.2 | Dado arduino: 368.0 | Posição CM: 6.34482758621 | Velocidade: 0.773759461733 | Aceleração: 0.0943609099674
Tempo: 8.4 | Dado arduino: 215.0 | Posição CM: 3.70689655172 | Velocidade: 0.441297208539 | Aceleração: 0.0525353819689
Tempo: 8.6 | Dado arduino: 605.0 | Posição CM: 10.4310344828 | Velocidade: 1.21291098637 | Aceleração: 0.141036161205
Tempo: 8.8 | Dado arduino: 989.0 | Posição CM: 17.0517241379 | Velocidade: 1.93769592476 | Aceleração: 0.220192718723
Tempo: 9.0 | Dado arduino: 1328.0 | Posição CM: 22.8965517241 | Velocidade: 2.54406130268 | Aceleração: 0.282673478076
Tempo: 9.2 | Dado arduino: 1499.0 | Posição CM: 25.8448275862 | Velocidade: 2.80922038981 | Aceleração: 0.30535004237
Tempo: 9.4 | Dado arduino: 1391.0 | Posição CM: 23.9827586207 | Velocidade: 2.55135730007 | Aceleração: 0.27142098937
Tempo: 9.6 | Dado arduino: 1127.0 | Posição CM: 19.4310344828 | Velocidade: 2.02406609195 | Aceleração: 0.210840217912
Tempo: 9.8 | Dado arduino: 754.0 | Posição CM: 13.0 | Velocidade: 1.32653061224 | Aceleração: 0.135360266556
Tempo: 10.0 | Dado arduino: 392.0 | Posição CM: 6.75862068966 | Velocidade: 0.675862068966 | Aceleração: 0.0675862068966
Tempo: 10.2 | Dado arduino: 149.0 | Posição CM: 2.56896551724 | Velocidade: 0.251859364435 | Aceleração: 0.0246920945525
Tempo: 10.4 | Dado arduino: 184.0 | Posição CM: 3.1724137931 | Velocidade: 0.305039787798 | Aceleração: 0.0293307488268
Tempo: 10.6 | Dado arduino: 266.0 | Posição CM: 4.58620689655 | Velocidade: 0.432661027977 | Aceleração: 0.040817078111
Tempo: 10.8 | Dado arduino: 323.0 | Posição CM: 5.56896551724 | Velocidade: 0.5156449553 | Aceleração: 0.0477449032685
Tempo: 11.0 | Dado arduino: 521.0 | Posição CM: 8.98275862069 | Velocidade: 0.816614420063 | Aceleração: 0.0742376745512
Tempo: 11.2 | Dado arduino: 0.0 | Posição CM: 0.0 | Velocidade: 0.0 | Aceleração: 0.0
Tempo: 11.4 | Dado arduino: 7.0 | Posição CM: 0.120689655172 | Velocidade: 0.0105868118572 | Aceleração: 0.000928667706774
Tempo: 11.6 | Dado arduino: 0.0 | Posição CM: 0.0 | Velocidade: 0.0 | Aceleração: 0.0
Tempo: 11.8 | Dado arduino: 5.0 | Posição CM: 0.0862068965517 | Velocidade: 0.0073056691993 | Aceleração: 0.000619124508415
Tempo: 12.0 | Dado arduino: 0.0 | Posição CM: 0.0 | Velocidade: 0.0 | Aceleração: 0.0
Tempo: 12.2 | Dado arduino: 5.0 | Posição CM: 0.0862068965517 | Velocidade: 0.00706613906162 | Aceleração: 0.000579191726362
Tempo: 12.4 | Dado arduino: 137.0 | Posição CM: 2.36206896552 | Velocidade: 0.190489432703 | Aceleração: 0.0153620510244
Tempo: 12.6 | Dado arduino: 473.0 | Posição CM: 8.15517241379 | Velocidade: 0.647235905857 | Aceleração: 0.0513679290362
Tempo: 12.8 | Dado arduino: 1100.0 | Posição CM: 18.9655172414 | Velocidade: 1.48168103448 | Aceleração: 0.115756330819
Tempo: 13.0 | Dado arduino: 2267.0 | Posição CM: 39.0862068966 | Velocidade: 3.00663129973 | Aceleração: 0.231279330749
Tempo: 13.2 | Dado arduino: 2578.0 | Posição CM: 44.4482758621 | Velocidade: 3.36729362591 | Aceleração: 0.255098001963
Tempo: 13.4 | Dado arduino: 1322.0 | Posição CM: 22.7931034483 | Velocidade: 1.70097786927 | Aceleração: 0.126938646961
Tempo: 13.6 | Dado arduino: 596.0 | Posição CM: 10.275862069 | Velocidade: 0.755578093306 | Aceleração: 0.0555572127431
Tempo: 13.8 | Dado arduino: 338.0 | Posição CM: 5.8275862069 | Velocidade: 0.422288855572 | Aceleração: 0.0306006417081
Tempo: 14.0 | Dado arduino: 119.0 | Posição CM: 2.05172413793 | Velocidade: 0.146551724138 | Aceleração: 0.0104679802956
Tempo: 14.2 | Dado arduino: 158.0 | Posição CM: 2.72413793103 | Velocidade: 0.191840699369 | Aceleração: 0.0135099084062
Tempo: 14.4 | Dado arduino: 554.0 | Posição CM: 9.55172413793 | Velocidade: 0.663314176245 | Aceleração: 0.0460634844615
Tempo: 14.6 | Dado arduino: 866.0 | Posição CM: 14.9310344828 | Velocidade: 1.02267359471 | Aceleração: 0.0700461366239
Tempo: 14.8 | Dado arduino: 788.0 | Posição CM: 13.5862068966 | Velocidade: 0.91798695247 | Aceleração: 0.0620261454371
Tempo: 15.0 | Dado arduino: 0.0 | Posição CM: 0.0 | Velocidade: 0.0 | Aceleração: 0.0
Tempo: 15.2 | Dado arduino: 5.0 | Posição CM: 0.0862068965517 | Velocidade: 0.00567150635209 | Aceleração: 0.0003731254179
Tempo: 15.4 | Dado arduino: 0.0 | Posição CM: 0.0 | Velocidade: 0.0 | Aceleração: 0.0
Tempo: 15.6 | Dado arduino: 5.0 | Posição CM: 0.0862068965517 | Velocidade: 0.00552608311229 | Aceleração: 0.000354236096942
Tempo: 15.8 | Dado arduino: 254.0 | Posição CM: 4.37931034483 | Velocidade: 0.277171540812 | Aceleração: 0.017542502583
Tempo: 16.0 | Dado arduino: 1550.0 | Posição CM: 26.724137931 | Velocidade: 1.67025862069 | Aceleração: 0.104391163793
Tempo: 16.2 | Dado arduino: 3515.0 | Posição CM: 60.6034482759 | Velocidade: 3.74095359728 | Aceleração: 0.23092306156
Tempo: 16.4 | Dado arduino: 3197.0 | Posição CM: 55.1206896552 | Velocidade: 3.3610176619 | Aceleração: 0.204940101335
Tempo: 16.6 | Dado arduino: 1616.0 | Posição CM: 27.8620689655 | Velocidade: 1.67843788949 | Aceleração: 0.101110716234
Tempo: 16.8 | Dado arduino: 623.0 | Posição CM: 10.7413793103 | Velocidade: 0.639367816092 | Aceleração: 0.0380576081007
Tempo: 17.0 | Dado arduino: 314.0 | Posição CM: 5.41379310345 | Velocidade: 0.31845841785 | Aceleração: 0.0187328481088
Tempo: 17.2 | Dado arduino: 134.0 | Posição CM: 2.31034482759 | Velocidade: 0.134322373697 | Aceleração: 0.00780944033121
Tempo: 17.4 | Dado arduino: 179.0 | Posição CM: 3.08620689655 | Velocidade: 0.177368212446 | Aceleração: 0.0101935754279
Tempo: 17.6 | Dado arduino: 0.0 | Posição CM: 0.0 | Velocidade: 0.0 | Aceleração: 0.0
Tempo: 17.8 | Dado arduino: 5.0 | Posição CM: 0.0862068965517 | Velocidade: 0.00484308407594 | Aceleração: 0.000272083375053
Tempo: 18.0 | Dado arduino: 0.0 | Posição CM: 0.0 | Velocidade: 0.0 | Aceleração: 0.0
Tempo: 18.2 | Dado arduino: 5.0 | Posição CM: 0.0862068965517 | Velocidade: 0.00473664266768 | Aceleração: 0.000260255091631
Tempo: 18.4 | Dado arduino: 0.0 | Posição CM: 0.0 | Velocidade: 0.0 | Aceleração: 0.0
Tempo: 18.6 | Dado arduino: 5.0 | Posição CM: 0.0862068965517 | Velocidade: 0.0046347793845 | Aceleração: 0.000249181687339
Tempo: 18.8 | Dado arduino: 293.0 | Posição CM: 5.05172413793 | Velocidade: 0.268708730741 | Aceleração: 0.0142930175926
Tempo: 19.0 | Dado arduino: 242.0 | Posição CM: 4.1724137931 | Velocidade: 0.219600725953 | Aceleração: 0.0115579329449
Tempo: 19.2 | Dado arduino: 242.0 | Posição CM: 4.1724137931 | Velocidade: 0.217313218391 | Aceleração: 0.0113183967912
Tempo: 19.4 | Dado arduino: 236.0 | Posição CM: 4.06896551724 | Velocidade: 0.209740490579 | Aceleração: 0.0108113654938
Tempo: 19.6 | Dado arduino: 236.0 | Posição CM: 4.06896551724 | Velocidade: 0.207600281492 | Aceleração: 0.0105918510965
Tempo: 19.8 | Dado arduino: 266.0 | Posição CM: 4.58620689655 | Velocidade: 0.231626610937 | Aceleração: 0.0116983136837
Tempo: 20.0 | Dado arduino: 266.0 | Posição CM: 4.58620689655 | Velocidade: 0.229310344828 | Aceleração: 0.0114655172414
Tempo: 20.2 | Dado arduino: 290.0 | Posição CM: 5.0 | Velocidade: 0.247524752475 | Aceleração: 0.0122537006176
Tempo: 20.4 | Dado arduino: 284.0 | Posição CM: 4.89655172414 | Velocidade: 0.240027045301 | Aceleração: 0.0117660316324
Tempo: 20.6 | Dado arduino: 290.0 | Posição CM: 5.0 | Velocidade: 0.242718446602 | Aceleração: 0.0117824488642
Tempo: 20.8 | Dado arduino: 290.0 | Posição CM: 5.0 | Velocidade: 0.240384615385 | Aceleração: 0.0115569526627
Tempo: 21.0 | Dado arduino: 242.0 | Posição CM: 4.1724137931 | Velocidade: 0.1986863711 | Aceleração: 0.00946125576667
Tempo: 21.2 | Dado arduino: 1127.0 | Posição CM: 19.4310344828 | Velocidade: 0.916558230319 | Aceleração: 0.0432338787886
Tempo: 21.4 | Dado arduino: 0.0 | Posição CM: 0.0 | Velocidade: 0.0 | Aceleração: 0.0
Tempo: 21.6 | Dado arduino: 3409.0 | Posição CM: 58.775862069 | Velocidade: 2.72110472542 | Aceleração: 0.125977070621
Tempo: 21.8 | Dado arduino: 2431.0 | Posição CM: 41.9137931034 | Velocidade: 1.92265105979 | Aceleração: 0.0881950027427
Tempo: 22.0 | Dado arduino: 1226.0 | Posição CM: 21.1379310345 | Velocidade: 0.960815047022 | Aceleração: 0.0436734112283
Tempo: 22.2 | Dado arduino: 293.0 | Posição CM: 5.05172413793 | Velocidade: 0.227555141348 | Aceleração: 0.0102502315923
Tempo: 22.4 | Dado arduino: 335.0 | Posição CM: 5.77586206897 | Velocidade: 0.257850985222 | Aceleração: 0.0115112046974
Tempo: 22.6 | Dado arduino: 136.0 | Posição CM: 2.34482758621 | Velocidade: 0.103753433018 | Aceleração: 0.00459085986805
Tempo: 22.8 | Dado arduino: 308.0 | Posição CM: 5.31034482759 | Velocidade: 0.232909860859 | Aceleração: 0.0102153447745
Tempo: 23.0 | Dado arduino: 169.0 | Posição CM: 2.91379310345 | Velocidade: 0.126686656672 | Aceleração: 0.00550811550746
Tempo: 23.2 | Dado arduino: 161.0 | Posição CM: 2.77586206897 | Velocidade: 0.119649227111 | Aceleração: 0.00515729427201
Tempo: 23.4 | Dado arduino: 169.0 | Posição CM: 2.91379310345 | Velocidade: 0.124521072797 | Aceleração: 0.00532141336739
Tempo: 23.6 | Dado arduino: 167.0 | Posição CM: 2.87931034483 | Velocidade: 0.122004675628 | Aceleração: 0.00516968964527
